x,E_0, E,E_exact
0.453,1.37199e-07,0.00671533,0
0.459,1.37199e-07,0.00671533,0
0.465,1.37199e-07,0.00671533,0
0.471,1.37199e-07,0.00671533,0
0.477,1.37199e-07,0.00671533,0
0.483,1.37199e-07,0.00671533,0
0.489,1.37199e-07,0.00671533,0
0.495,1.37199e-07,0.00671533,0
0.501,1.37199e-07,0.00671534,0
0.507,1.37199e-07,0.00671534,0
0.513,1.37199e-07,0.00671534,0
0.519,1.37199e-07,0.00671534,0
0.525,1.37199e-07,0.00671535,0
0.531,1.37199e-07,0.00671535,0
0.537,1.37199e-07,0.00671536,0
0.543,1.37199e-07,0.00671536,0
0.549,1.37199e-07,0.00671537,0
0.555,1.37199e-07,0.00671538,0
0.561,1.37199e-07,0.00671539,0
0.567,1.37199e-07,0.0067154,0
0.573,1.37199e-07,0.00671541,0
0.579,1.37199e-07,0.00671542,0
0.585,1.37199e-07,0.00671543,0
0.591,1.37199e-07,0.00671544,0
0.597,1.37199e-07,0.00671545,0
0.603,1.37199e-07,0.00671546,0
0.609,1.37199e-07,0.00671546,0
0.615,1.37199e-07,0.00671546,0
0.621,1.37199e-07,0.00671547,0
0.627,1.37199e-07,0.00671547,0
0.633,1.37199e-07,0.00671546,0
0.639,1.37199e-07,0.00671546,0
0.645,1.37199e-07,0.00671545,0
0.651,1.37199e-07,0.00671544,0
0.657,1.37199e-07,0.00671543,0
0.663,1.37199e-07,0.00671543,0
0.669,1.37199e-07,0.00671542,0
0.675,1.37199e-07,0.00671542,0
0.681,1.37199e-07,0.00671542,0
0.687,1.37199e-07,0.00671542,0
0.693,1.37199e-07,0.00671542,0
0.699,1.37199e-07,0.00671542,0
0.705,1.37199e-07,0.00671543,0
0.711,1.37199e-07,0.00671543,0
0.717,1.37199e-07,0.00671543,0
0.723,1.37199e-07,0.00671543,0
0.729,1.37199e-07,0.00671543,0
0.735,1.37199e-07,0.00671542,0
0.741,1.37199e-07,0.00671541,0
0.747,1.37199e-07,0.00671539,0
0.753,1.37199e-07,0.00671536,0
0.759,1.37199e-07,0.00671531,0
0.765,1.37199e-07,0.00671524,0
0.771,1.37199e-07,0.00671514,0
0.777,1.37199e-07,0.00671496,0
0.783,1.37199e-07,0.00671467,0
0.789,1.37199e-07,0.00671423,0
0.795,1.37199e-07,0.00671357,0
0.801,1.37199e-07,0.0067126,0
0.807,1.37199e-07,0.00671119,0
0.813,1.37199e-07,0.00670919,0
0.819,1.37199e-07,0.00670635,0
0.825,1.37199e-07,0.0067024,0
0.831,1.37199e-07,0.00669694,0
0.837,1.37199e-07,0.0066895,0
0.843,1.37199e-07,0.00667947,0
0.849,1.37199e-07,0.00666609,0
0.855,1.37199e-07,0.00664843,0
0.861,1.37199e-07,0.00662537,0
0.867,1.37199e-07,0.0065956,0
0.873,1.37199e-07,0.00655756,0
0.879,1.37199e-07,0.00650948,0
0.885,1.37199e-07,0.00644938,0
0.891,1.37199e-07,0.00637503,0
0.897,1.37199e-07,0.00628406,0
0.903,1.37199e-07,0.00617393,0
0.909,1.37199e-07,0.00604199,0
0.915,1.37199e-07,0.0058856,0
0.921,1.37199e-07,0.00570221,0
0.927,1.37199e-07,0.00548946,0
0.933,1.37199e-07,0.00524534,0
0.939,1.37199e-07,0.00496828,0
0.945,1.37199e-07,0.00465737,0
0.951,1.37199e-07,0.00431246,0
0.957,1.37199e-07,0.00393445,0
0.963,1.37199e-07,0.00352543,0
0.969,1.37199e-07,0.00308906,0
0.975,1.37199e-07,0.00263089,0
0.981,1.37199e-07,0.002159,0
0.987,1.37199e-07,0.00168461,0
0.993,1.37199e-07,0.00122342,0
0.999,1.37199e-07,0.000797283,0
1.005,1.37199e-07,0.000435669,0
1.011,1.37199e-07,0.00017781,0
1.017,1.37199e-07,4.6077e-05,0
1.023,1.37199e-07,6.62976e-06,0
1.029,1.37199e-07,1.12205e-06,0
1.035,1.37199e-07,7.1481e-07,0
1.041,1.37199e-07,7.07121e-07,0
1.047,1.37199e-07,6.64541e-07,0
1.053,1.37199e-07,6.13607e-07,0
1.059,1.37199e-07,5.64945e-07,0
1.065,1.37199e-07,5.19808e-07,0
1.071,1.37199e-07,4.76848e-07,0
1.077,1.37199e-07,4.35383e-07,0
1.083,1.37199e-07,3.95737e-07,0
1.089,1.37199e-07,3.58593e-07,0
1.095,1.37199e-07,3.24516e-07,0
1.101,1.37199e-07,2.93827e-07,0
1.107,1.37199e-07,2.66639e-07,0
1.113,1.37199e-07,2.42921e-07,0
1.119,1.37199e-07,2.2254e-07,0
1.125,1.37199e-07,2.05282e-07,0
1.131,1.37199e-07,1.9088e-07,0
1.137,1.37199e-07,1.7903e-07,0
1.143,1.37199e-07,1.69416e-07,0
1.149,1.37199e-07,1.61722e-07,0
1.155,1.37199e-07,1.55648e-07,0
1.161,1.37199e-07,1.50916e-07,0
1.167,1.37199e-07,1.47279e-07,0
1.173,1.37199e-07,1.4452e-07,0
1.179,1.37199e-07,1.42453e-07,0
1.185,1.37199e-07,1.40926e-07,0
1.191,1.37199e-07,1.39811e-07,0
1.197,1.37199e-07,1.39008e-07,0
1.203,1.37199e-07,1.38437e-07,0
1.209,1.37199e-07,1.38036e-07,0
1.215,1.37199e-07,1.37758e-07,0
1.221,1.37199e-07,1.37568e-07,0
1.227,1.37199e-07,1.37439e-07,0
1.233,1.37199e-07,1.37354e-07,0
1.239,1.37199e-07,1.37297e-07,0
1.245,1.37199e-07,1.3726e-07,0
1.251,1.37199e-07,1.37237e-07,0
1.257,1.37199e-07,1.37222e-07,0
1.263,1.37199e-07,1.37213e-07,0
1.269,1.37199e-07,1.37207e-07,0
1.275,1.37199e-07,1.37204e-07,0
1.281,1.37199e-07,1.37202e-07,0
1.287,1.37199e-07,1.372e-07,0
1.293,1.37199e-07,1.372e-07,0
1.299,1.37199e-07,1.37199e-07,0
1.305,1.37199e-07,1.37199e-07,0
1.311,1.37199e-07,1.37199e-07,0
1.317,1.37199e-07,1.37199e-07,0
1.323,1.37199e-07,1.37199e-07,0
1.329,1.37199e-07,1.37199e-07,0
1.335,1.37199e-07,1.37199e-07,0
1.341,1.37199e-07,1.37199e-07,0
1.347,1.37199e-07,1.37199e-07,0
1.353,1.37199e-07,1.37199e-07,0
1.359,1.37199e-07,1.37199e-07,0
1.365,1.37199e-07,1.37199e-07,0
1.371,1.37199e-07,1.37199e-07,0
1.377,1.37199e-07,1.37199e-07,0
1.383,1.37199e-07,1.37199e-07,0
1.389,1.37199e-07,1.37199e-07,0
1.395,1.37199e-07,1.37199e-07,0
1.401,1.37199e-07,1.37199e-07,0
1.407,1.37199e-07,1.37199e-07,0
1.413,1.37199e-07,1.37199e-07,0
1.419,1.37199e-07,1.37199e-07,0
1.425,1.37199e-07,1.37199e-07,0
1.431,1.37199e-07,1.37199e-07,0
1.437,1.37199e-07,1.37199e-07,0
1.443,1.37199e-07,1.37199e-07,0
1.449,1.37199e-07,1.37199e-07,0
1.455,1.37199e-07,1.37199e-07,0
1.461,1.37199e-07,1.37199e-07,0
1.467,1.37199e-07,1.37199e-07,0
1.473,1.37199e-07,1.37199e-07,0
1.479,1.37199e-07,1.37199e-07,0
1.485,1.37199e-07,1.37199e-07,0
1.491,1.37199e-07,1.37199e-07,0
1.497,1.37199e-07,1.37199e-07,0
1.503,1.37199e-07,1.37199e-07,0
1.509,1.37199e-07,1.37199e-07,0
1.515,1.37199e-07,1.37199e-07,0
1.521,1.37199e-07,1.37199e-07,0
1.527,1.37199e-07,1.37199e-07,0
1.533,1.37199e-07,1.37199e-07,0
1.539,1.37199e-07,1.37199e-07,0
1.545,1.37199e-07,1.37199e-07,0
1.551,1.37199e-07,1.37199e-07,0
1.557,1.37199e-07,1.37199e-07,0
1.563,1.37199e-07,1.37199e-07,0
1.569,1.37199e-07,1.37199e-07,0
1.575,1.37199e-07,1.37199e-07,0
1.581,1.37199e-07,1.37199e-07,0
1.587,1.37199e-07,1.37199e-07,0
1.593,1.37199e-07,1.37199e-07,0
1.599,1.37199e-07,1.37199e-07,0
1.605,1.37199e-07,1.37199e-07,0
1.611,1.37199e-07,1.37199e-07,0
1.617,1.37199e-07,1.37199e-07,0
1.623,1.37199e-07,1.37199e-07,0
1.629,1.37199e-07,1.37199e-07,0
1.635,1.37199e-07,1.37199e-07,0
1.641,1.37199e-07,1.37199e-07,0
1.647,1.37199e-07,1.37199e-07,0
1.653,1.37199e-07,1.37199e-07,0
1.659,1.37199e-07,1.37199e-07,0
1.665,1.37199e-07,1.37199e-07,0
1.671,1.37199e-07,1.37199e-07,0
1.677,1.37199e-07,1.37199e-07,0
1.683,1.37199e-07,1.37199e-07,0
1.689,1.37199e-07,1.37199e-07,0
1.695,1.37199e-07,1.37199e-07,0
1.701,1.37199e-07,1.37199e-07,0
1.707,1.37199e-07,1.37199e-07,0
1.713,1.37199e-07,1.37199e-07,0
1.719,1.37199e-07,1.37199e-07,0
1.725,1.37199e-07,1.37199e-07,0
1.731,1.37199e-07,1.37199e-07,0
1.737,1.37199e-07,1.37199e-07,0
1.743,1.37199e-07,1.37199e-07,0
1.749,1.37199e-07,1.37199e-07,0
1.755,1.37199e-07,1.37199e-07,0
1.761,1.37199e-07,1.37199e-07,0
1.767,1.37199e-07,1.37199e-07,0
1.773,1.37199e-07,1.37199e-07,0
1.779,1.37199e-07,1.37199e-07,0
1.785,1.37199e-07,1.37199e-07,0
1.791,1.37199e-07,1.37199e-07,0
1.797,1.37199e-07,1.37199e-07,0
1.803,1.37199e-07,1.37199e-07,0
1.809,1.37199e-07,1.37199e-07,0
1.815,1.37199e-07,1.37199e-07,0
1.821,1.37199e-07,1.37199e-07,0
1.827,1.37199e-07,1.37199e-07,0
1.833,1.37199e-07,1.37199e-07,0
1.839,1.37199e-07,1.37199e-07,0
1.845,1.37199e-07,1.37199e-07,0
1.851,1.37199e-07,1.37199e-07,0
1.857,1.37199e-07,1.37199e-07,0
1.863,1.37199e-07,1.37199e-07,0
1.869,1.37199e-07,1.37199e-07,0
1.875,1.37199e-07,1.37199e-07,0
1.881,1.37199e-07,1.37199e-07,0
1.887,1.37199e-07,1.37199e-07,0
1.893,1.37199e-07,1.37199e-07,0
1.899,1.37199e-07,1.37199e-07,0
1.905,1.37199e-07,1.37199e-07,0
1.911,1.37199e-07,1.37199e-07,0
1.917,1.37199e-07,1.37199e-07,0
1.923,1.37199e-07,1.37199e-07,0
1.929,1.37199e-07,1.37199e-07,0
1.935,1.37199e-07,1.37199e-07,0
1.941,1.37199e-07,1.37199e-07,0
1.947,1.37199e-07,1.37199e-07,0
1.953,1.37199e-07,1.37199e-07,0
1.959,1.37199e-07,1.37199e-07,0
1.965,1.37199e-07,1.37199e-07,0
1.971,1.37199e-07,1.37199e-07,0
1.977,1.37199e-07,1.37199e-07,0
1.983,1.37199e-07,1.37199e-07,0
1.989,1.37199e-07,1.37199e-07,0
1.995,1.37199e-07,1.37199e-07,0
2.001,1.37199e-07,1.37199e-07,0
2.007,1.37199e-07,1.37199e-07,0
2.013,1.37199e-07,1.37199e-07,0
2.019,1.37199e-07,1.37199e-07,0
2.025,1.37199e-07,1.37199e-07,0
2.031,1.37199e-07,1.37199e-07,0
2.037,1.37199e-07,1.37199e-07,0
2.043,1.37199e-07,1.37199e-07,0
2.049,1.37199e-07,1.37199e-07,0
2.055,1.37199e-07,1.37199e-07,0
2.061,1.37199e-07,1.37199e-07,0
2.067,1.37199e-07,1.37199e-07,0
2.073,1.37199e-07,1.37199e-07,0
2.079,1.37199e-07,1.37199e-07,0
2.085,1.37199e-07,1.37199e-07,0
2.091,1.37199e-07,1.37199e-07,0
2.097,1.37199e-07,1.37199e-07,0
2.103,1.37199e-07,1.37199e-07,0
2.109,1.37199e-07,1.37199e-07,0
2.115,1.37199e-07,1.37199e-07,0
2.121,1.37199e-07,1.37199e-07,0
2.127,1.37199e-07,1.37199e-07,0
2.133,1.37199e-07,1.37199e-07,0
2.139,1.37199e-07,1.37199e-07,0
2.145,1.37199e-07,1.37199e-07,0
2.151,1.37199e-07,1.37199e-07,0
2.157,1.37199e-07,1.37199e-07,0
2.163,1.37199e-07,1.37199e-07,0
2.169,1.37199e-07,1.37199e-07,0
2.175,1.37199e-07,1.37199e-07,0
2.181,1.37199e-07,1.37199e-07,0
2.187,1.37199e-07,1.37199e-07,0
2.193,1.37199e-07,1.37199e-07,0
2.199,1.37199e-07,1.37199e-07,0
2.205,1.37199e-07,1.37199e-07,0
2.211,1.37199e-07,1.37199e-07,0
2.217,1.37199e-07,1.37199e-07,0
2.223,1.37199e-07,1.37199e-07,0
2.229,1.37199e-07,1.37199e-07,0
2.235,1.37199e-07,1.37199e-07,0
2.241,1.37199e-07,1.37199e-07,0
2.247,1.37199e-07,1.37199e-07,0
2.253,1.37199e-07,1.37199e-07,0
2.259,1.37199e-07,1.37199e-07,0
2.265,1.37199e-07,1.37199e-07,0
2.271,1.37199e-07,1.37199e-07,0
2.277,1.37199e-07,1.37199e-07,0
2.283,1.37199e-07,1.37199e-07,0
2.289,1.37199e-07,1.37199e-07,0
2.295,1.37199e-07,1.37199e-07,0
2.301,1.37199e-07,1.37199e-07,0
2.307,1.37199e-07,1.37199e-07,0
2.313,1.37199e-07,1.37199e-07,0
2.319,1.37199e-07,1.37199e-07,0
2.325,1.37199e-07,1.37199e-07,0
2.331,1.37199e-07,1.37199e-07,0
2.337,1.37199e-07,1.37199e-07,0
2.343,1.37199e-07,1.37199e-07,0
2.349,1.37199e-07,1.37199e-07,0
2.355,1.37199e-07,1.37199e-07,0
2.361,1.37199e-07,1.37199e-07,0
2.367,1.37199e-07,1.37199e-07,0
2.373,1.37199e-07,1.37199e-07,0
2.379,1.37199e-07,1.37199e-07,0
2.385,1.37199e-07,1.37199e-07,0
2.391,1.37199e-07,1.37199e-07,0
2.397,1.37199e-07,1.37199e-07,0
2.403,1.37199e-07,1.37199e-07,0
2.409,1.37199e-07,1.37199e-07,0
2.415,1.37199e-07,1.37199e-07,0
2.421,1.37199e-07,1.37199e-07,0
2.427,1.37199e-07,1.37199e-07,0
2.433,1.37199e-07,1.37199e-07,0
2.439,1.37199e-07,1.37199e-07,0
2.445,1.37199e-07,1.37199e-07,0
2.451,1.37199e-07,1.37199e-07,0
2.457,1.37199e-07,1.37199e-07,0
2.463,1.37199e-07,1.37199e-07,0
2.469,1.37199e-07,1.37199e-07,0
2.475,1.37199e-07,1.37199e-07,0
2.481,1.37199e-07,1.37199e-07,0
2.487,1.37199e-07,1.37199e-07,0
2.493,1.37199e-07,1.37199e-07,0
2.499,1.37199e-07,1.37199e-07,0
2.505,1.37199e-07,1.37199e-07,0
2.511,1.37199e-07,1.37199e-07,0
2.517,1.37199e-07,1.37199e-07,0
2.523,1.37199e-07,1.37199e-07,0
2.529,1.37199e-07,1.37199e-07,0
2.535,1.37199e-07,1.37199e-07,0
2.541,1.37199e-07,1.37199e-07,0
2.547,1.37199e-07,1.37199e-07,0
2.553,1.37199e-07,1.37199e-07,0
2.559,1.37199e-07,1.37199e-07,0
2.565,1.37199e-07,1.37199e-07,0
2.571,1.37199e-07,1.37199e-07,0
2.577,1.37199e-07,1.37199e-07,0
2.583,1.37199e-07,1.37199e-07,0
2.589,1.37199e-07,1.37199e-07,0
2.595,1.37199e-07,1.37199e-07,0
2.601,1.37199e-07,1.37199e-07,0
2.607,1.37199e-07,1.37199e-07,0
2.613,1.37199e-07,1.37199e-07,0
2.619,1.37199e-07,1.37199e-07,0
2.625,1.37199e-07,1.37199e-07,0
2.631,1.37199e-07,1.37199e-07,0
2.637,1.37199e-07,1.37199e-07,0
2.643,1.37199e-07,1.37199e-07,0
2.649,1.37199e-07,1.37199e-07,0
2.655,1.37199e-07,1.37199e-07,0
2.661,1.37199e-07,1.37199e-07,0
2.667,1.37199e-07,1.37199e-07,0
2.673,1.37199e-07,1.37199e-07,0
2.679,1.37199e-07,1.37199e-07,0
2.685,1.37199e-07,1.37199e-07,0
2.691,1.37199e-07,1.37199e-07,0
2.697,1.37199e-07,1.37199e-07,0
2.703,1.37199e-07,1.37199e-07,0
2.709,1.37199e-07,1.37199e-07,0
2.715,1.37199e-07,1.37199e-07,0
2.721,1.37199e-07,1.37199e-07,0
2.727,1.37199e-07,1.37199e-07,0
2.733,1.37199e-07,1.37199e-07,0
2.739,1.37199e-07,1.37199e-07,0
2.745,1.37199e-07,1.37199e-07,0
2.751,1.37199e-07,1.37199e-07,0
2.757,1.37199e-07,1.37199e-07,0
2.763,1.37199e-07,1.37199e-07,0
2.769,1.37199e-07,1.37199e-07,0
2.775,1.37199e-07,1.37199e-07,0
2.781,1.37199e-07,1.37199e-07,0
2.787,1.37199e-07,1.37199e-07,0
2.793,1.37199e-07,1.37199e-07,0
2.799,1.37199e-07,1.37199e-07,0
2.805,1.37199e-07,1.37199e-07,0
2.811,1.37199e-07,1.37199e-07,0
2.817,1.37199e-07,1.37199e-07,0
2.823,1.37199e-07,1.37199e-07,0
2.829,1.37199e-07,1.37199e-07,0
2.835,1.37199e-07,1.37199e-07,0
2.841,1.37199e-07,1.37199e-07,0
2.847,1.37199e-07,1.37199e-07,0
2.853,1.37199e-07,1.37199e-07,0
2.859,1.37199e-07,1.37199e-07,0
2.865,1.37199e-07,1.37199e-07,0
2.871,1.37199e-07,1.37199e-07,0
2.877,1.37199e-07,1.37199e-07,0
2.883,1.37199e-07,1.37199e-07,0
2.889,1.37199e-07,1.37199e-07,0
2.895,1.37199e-07,1.37199e-07,0
2.901,1.37199e-07,1.37199e-07,0
2.907,1.37199e-07,1.37199e-07,0
2.913,1.37199e-07,1.37199e-07,0
2.919,1.37199e-07,1.37199e-07,0
2.925,1.37199e-07,1.37199e-07,0
2.931,1.37199e-07,1.37199e-07,0
2.937,1.37199e-07,1.37199e-07,0
2.943,1.37199e-07,1.37199e-07,0
2.949,1.37199e-07,1.37199e-07,0
2.955,1.37199e-07,1.37199e-07,0
2.961,1.37199e-07,1.37199e-07,0
2.967,1.37199e-07,1.37199e-07,0
2.973,1.37199e-07,1.37199e-07,0
2.979,1.37199e-07,1.37199e-07,0
2.985,1.37199e-07,1.37199e-07,0
2.991,1.37199e-07,1.37199e-07,0
2.997,1.37199e-07,1.37199e-07,0
